title,content,keywords
"Keeper of Elysium","The court officer responsible for the physical safety and maintenance of Elysium. They have the authority to confiscate weapons and expel troublemakers from the safe zone.","camarilla,elysium,elysium guard,event planner,guardian,host,keeper,keeper of elysium,pacifist enforcer,safety officer,title"
"Keeper of the Code","A title sometimes given to a vampire (often a Priest or Priscus) renowned for their knowledge of the Code of Milan and Sabbat law.","judge,keeper of the code,lawyer,sabbat,scholar,title"
"Kiasyd","The 'Weirdlings'. A Sabbat bloodline created from Lasombra experimentation with Fae blood. They are tall, pale scholars who study the Abyss and Arcadia.","bloodline,fae,fae vampires,kiasyd,lasombra,lore,sabbat,sabbat bloodline,scholars,weird"
"Killswitch","8th Gen Banu Haqim member of Hushed Puppies. Fighter.","banu haqim,fighter,killswitch,sabbat"
"Kindred","The term vampires use for themselves. Implies they are all family (descended from Caine).","family,kindred,self-term,us,vampire"
"Kindred Involvement (1888)","The start of significant vampire activity in WNC.","1888,history,start,timeline"
"Kine","The Kindred term for mortals/humans. Literally 'cattle'.","cattle,food,humans,kine,mortals"
"King Leopold Langora","The Satyr King of the Unseelie Court in Asheville. Took power during the 2020 pandemic. His primary goal is to keep the Changelings hidden from the vampire war.","changeling,king,leopold,satyr,unseelie"
"Knight Inquisitor","The martial arm of the Inquisition. They hunt down those accused by the Judges and drag them to trial (or destroy them if they resist).","enforcer,hunter,knight inquisitor,sabbat,soldier,title"
"Knights of the Moon","A faction of Malkavians who resisted the Great Prank. They retain the discipline of Dominate and often manifest insanity as cold sociopathy rather than manic delusion.","dominate,faction,knights,lore,malkavian"
"Koldunic Sorcery","Elemental blood magic practiced by Tzimisce (especially Sabbat). Tied to the spirits of the land (Kupala).","discipline,elemental,magic,sabbat,tzimisce"
"Laibon","The vampires of Africa. They possess distinct lineages (legacies) and govern themselves under the Ebony Kingdom, separate from the Camarilla and Sabbat.","africa,ebony kingdom,faction,laibon,lore"
"Land of the Sky","The poetic moniker for the Domain of Asheville.","asheville,domain,land of the sky,name,setting,title"
"Land of the Sky Falls (1914)","The conquest of Asheville by the Sabbat.","1914,conquest,history,sabbat"
"Lasombra Magister","An honorary title for a Lasombra who has mastered the shadows and the games of politics.","lasombra,lord,magister,master,sabbat,title"
"Lextalionis","The Law of Retaliation. The code that allows for the Blood Hunt. Eye for an eye.","blood hunt,death sentence,law of retaliation,lextalionis"
"Lhiannan","A rare, druidic bloodline of the Gangrel (or independent) linked to spirit magic (Ogham). They are hunted and nearly extinct.","bloodline,druid,extinct,gangrel,lore,magic"
"Liaison","A vampire appointed to communicate between different packs or factions within a city to ensure unity.","coordinator,diplomat,liaison,messenger,sabbat,title"
"Lineage","The genealogy of a vampire, tracing back to the Antediluvian. Ventrue and Lasombra place immense value on reciting and documenting lineage.","ancestry,camarilla,genealogy,history,lineage,pedigree,sire line,status source,term"
"Lines and Veils","Safety mechanics for the game. Lines are hard limits, Veils are fade-to-black.","lines,meta,rules,safety,veils"
"Loresheet","A background mechanic allowing characters to buy into specific metaplot elements (e.g., 'Descendant of Hardestadt', 'Veteran of the Sabbat War').","background,connection,lore,mechanics"
"Loyal (Passive Effect)","Passive Effect: If you receive 'Warned', this status is stripped instead of applying the Negative Status. (Sacrificial shield).","buffer,defense,loyal,mechanic,passive,status,warned"
"Loyal (Spent Effect)","Spent Effect: Acquire one piece of equipment or general info on short notice via NPC minions (5 min delay). Cannot be secret info or unique items.","equipment,info,loyal,mechanic,minions,spent,status"
"Loyalist (Faction)","A Sabbat member who believes in absolute freedom and rejects the hierarchy of Regents and Cardinals. They follow Caine's example of answering to no one.","anarch,faction,freedom,loyalist,rebel,sabbat"
"Loyalists","A Sabbat faction that believes in absolute freedom. They reject hierarchy and only obey Caine's direct commands (which are none).","anarch,faction,lore,loyalist,sabbat"
"Lucas Tractor","Neonate Nosferatu. Currently off-field.","lucas tractor,nosferatu,pc"
"Lucinde (Justicar)","The Ventrue Justicar and Alastor. One of the most powerful Kindred in the Camarilla.","leader,lucinde,npc,ventrue"
"Lucien Blake","Ductus of Yule Tied. 8th Gen Lasombra Traditionalist. Bitter about his position and resentful of Zelda Fitzgerald's art.","blake,ductus,lasombra,lucien,sabbat"
"Lucien Blake (Bishop)","Lasombra. The Sabbat Bishop of Spirituality. A 'Book of Nod thumping evangelist' who distributes Chick tracts.","bishop,lasombra,lucien blake,npc,sabbat,spirituality"
"Lupine","The Kindred term for Werewolves. Mortal enemies of vampires. They are viewed as savage demons who guard the wild places. A single Lupine can often destroy a whole coterie of vampires.","danger,enemy,lupine,savage,shifter,werewolf"
"Lupine War","The ongoing conflict between Asheville Kindred and the Garou, flaring up in 1900 and again in 2024.","conflict,garou,history,lupines,war"
"Madlad","Deceased Pander of Yahtzee Bitch. Loose cannon.","dead,madlad,pander,sabbat"
"Magda Doluda (Deceased)","Banu Haqim Ancilla and former Primogen. Ashes recovered Dec 7, 2024. Safeguarded the Ukrainian population of Asheville.","banu haqim,dead,magda,npc,primogen,ukraine"
"Mage","A human with the power to alter reality (True Magick). The Tremere were once Mages who lost their avatars to become vampires. Mages are unpredictable and dangerous.","dangerous mortal,mage,reality bender,willworker,wizard"
"Mallori Mayhem","A notorious Sabbat pack leader (Malkavian antitribu) known for chaotic and violent displays.","enemy,malkavian,mallori,pack,sabbat"
"Mama Jane Bratovich","Ductus of Southern Hospitality. 8th Gen Bratovich Tzimisce. Protective matriarch of her twisted family.","bratovich,mama jane,sabbat,tzimisce"
"Manfred von Kassel","Lasombra Ancilla and the current Sheriff of Greater Asheville. He is responsible for the martial defense of the city. As a Lasombra in the Camarilla, he faces constant suspicion but has proven his loyalty through effective enforcement of the Traditions.","camarilla convert,enforcer,lasombra,martial leader,sheriff manfred"
"Marco Asensio","Lasombra Pack Priest of 150 Guns.","lasombra,marco,priest,sabbat"
"Marcus Thorne","Tremere Apprentice of the Third Circle in the Triangle. An expert on the history of Washington D.C. and occult artifacts. Quiet, bookish, and politically naive.","marcus thorne,occultist,scholar,tremere,triangle"
"Maria Ramirez","Former Lasombra Primogen. Defected in 1991. Missing as of Dec 2024.","lasombra,maria,missing,primogen"
"Marko (Abbot)","11th Gen Setite Abbot of The Satyr Boys.","abbot,marko,sabbat,setite"
"Marrow Milker","6th Gen Kiasyd Elder. A monster of the Sabbat residing with the Yule Tied pack.","elder,kiasyd,marrow milker,monster,sabbat"
"Mars Hill Library","The massive collection of heretical lore kept by Baron Schaefer in Mars Hill.","library,location,mars hill,schaefer"
"Mars Hill University","The stronghold of Baron Schaefer. Houses a library of forbidden and heretical texts not permitted in the Camarilla.","anarch,anarch territory,baron schaefer,library,location,mars hill,neutral ground,occult research,university"
"Martin Simpson","10th Gen Brujah of Cast and Crew. Former security guard.","brujah,martin,sabbat"
"Masquerade Breach","Any action that reveals the existence of vampires to mortals. Using disciplines in public, showing fangs, or getting caught on camera. Results in swift punishment.","crime,danger,exposure,masquerade breach,violation"
"Maximum Fatality","A violent Brujah/biker pack based in Canton. Led by Rex 'The Dick' Morst. Eager for war with the Camarilla.","biker,brujah,canton,combat,maximum fatality,pack,rex morst,sabbat,sabbat pack,war mongers"
"Mental Focus: Intelligence","A character creation choice. May grant a +3 bonus to related non-power challenges or halve the time required for focus-related actions (e.g., forensics).","attribute,focus,intelligence,mechanics,mental"
"Mental Focus: Perception","A character creation choice. May grant a +3 bonus to related non-power challenges or halve the time required for focus-related actions (e.g., searching a room).","attribute,focus,mechanics,mental,perception"
"Mental Focus: Wits","A character creation choice. May grant a +3 bonus to related non-power challenges or halve the time required for focus-related actions (e.g., remembering details).","attribute,focus,mechanics,mental,wits"
"Mercy Merriman","Brujah Elder and Whip. A fiery orator and seasoned warrior of the clan of the Learned. She guides the younger Brujah and ensures their passion is directed towards the enemies of the Tower rather than its foundations.","brujah whip,elder,mercy,orator,warrior"
"Merit: Arcane","A supernatural quality that makes the vampire difficult to remember or record. Photos blur, files get lost, and people forget their face. Common among high-level NPCs.","memory,merit,mystery,stealth,untraceable"
"Merit: Architect of the Tower","Innate Status: Architect.","architect of the tower,merit,status"
"Merit: Artist's Blessing","A Toreador-specific merit (1 point). Grants 3 free dots of a Craft or Performance skill and raises the cap on those skills to 7.","art,mechanit,merit,skill cap,toreador"
"Merit: Personal Cult","A Setite-specific merit (1 point). Grants additional Background points that must be assigned to Allies, Contacts, or Herd, representing a fanatic cult.","backgrounds,cult,mechanit,merit,setite"
"Merit: Prestigious Sire","Innate Status: Loyal.","merit,prestigious sire,status"
"Merit: Protean Blood","A Gangrel-specific merit (1 point). Allows the user to occasionally activate Protean powers without spending blood.","blood efficiency,gangrel,mechanit,merit,protean"
"Merit: Rugged","A physical merit representing tough skin or dense bones. Reduces damage from physical attacks.","defense,merit,physical,tough"
"Merit: Shape of Beast's Wrath","A Werewolf-specific merit (or Gangrel). Allows the user to shift into the Crinos (war form) for devastating combat bonuses.","combat,crinos,merit,shape,werewolf"
"Merit: Slippery Customer","A merit that makes the user incredibly hard to grapple or restrain.","defense,escape,grapple,merit"
"Merit: Szlachta","A Tzimisce-specific merit (2 points). Allows the vampire to fleshcraft Retainers into twisted war-ghouls with combat bonuses.","combat,ghoul,mechanit,merit,tzimisce"
"Merit: Versatile","Allows a character to use a specific Ability with a different Attribute than usual (e.g., Strength + Intimidation instead of Charisma).","flexibility,merit,skill"
"Merriam Walker","Ductus of Old Guard. 8th Gen Ventrue antitribu (Crusader). A terrifying warrior and architect loyal to Tallula.","crusader,ductus,merriam,sabbat,ventrue"
"Merriam Walker (Bishop)","Ventrue antitribu. The Sabbat Bishop of Security in the new Archdiocese.","bishop,merriam walker,npc,sabbat,security,ventrue"
"Methuselah","A vampire of the 4th or 5th generation, usually thousands of years old. They are rarely seen in open court and are feared for their godlike power.","4th generation,5th generation,ancient,camarilla,godlike,methuselah,myth,puppet master,status"
"Methuselah's Thirst","The curse that ancient vampires can no longer sustain themselves on human blood and must feed on the vitae of other vampires.","cannibalism necessity,curse,elder flaw,hunger"
"Michael (Bishop)","9th Gen Malkavian Bishop of Prophecy. Member of The Satyr Boys pack.","bishop,malkavian,michael,sabbat"
"Michael Valentine (Keeper)","The Brujah Keeper of Elysium appointed in August 2025. He introduced the 'Steward' system for Elysium staff.","brujah,elysium,keeper,michael valentine,npc"
"Miles Wilkins (Deceased)","Toreador Neonate and former Primogen. Ashes recovered Jan 4, 2025. Rumored to have paid for his seat. Obsessed with fantasy football.","dead,football,miles wilkins,npc,primogen,toreador"
"Miss Kitty","Bishop of Resources and member of 150 Guns. 12th Gen Nosferatu. An 'art personality' and influencer.","bishop,influencer,kitty,nosferatu,sabbat"
"Moe Schmoe","Banu Haqim Ancilla. Currently inactive. Known for using Silver and Incendiary ammo.","banu haqim,fighter,inactive,moe,pc"
"Monalisa","The slang term for the act of destroying a vampire's face or identity using Vicissitude or physical damage, often done by Sabbat to mocks the beautiful Toreador. (Contextual slang).","disfigurement,insult,slang"
"Monomacy","The Sabbat rite of ritual duel. Used to settle grievances or challenge leadership positions. The winner is often entitled to diablerize the loser.","combat,duel,lore,monomacy,ritual,rules,sabbat"
"Moongate","A magical portal or phenomenon associated with Judeculla Rock and the bridge. Helen's suicide 'cinched' the leyline to close it.","helen,judeculla,leyline,magic,portal"
"Morgan 9's Doan","Gangrel Ancilla and Enforcer. A wilderness scout and combatant who patrols the borders of the city, intercepting threats before they reach the urban center.","border patrol,fighter,gangrel enforcer,morgan doan,scout"
"Murder Piñata","A hyper-violent Sabbat pack dedicated to the destruction of Prince Tallula and her 'traitor' regime. Led by the Nosferatu Twist, they specialize in psychological warfare and physical devastation. Rumors suggest a deep connection between Twist and the Camarilla Sheriff Oliver.","assassins,combat specialists,enemy,murder pinata,nosferatu,pack,sabbat,sabbat pack,twist,war pack"
"Nagaraja","A bloodline of flesh-eating necromancers. They possess sharp teeth and must consume human flesh in addition to blood.","bloodline,cannibal,cannibals,flesh eaters,lore,nagaraja,necromancer,necromancers,sharp teeth"
"Nautilus","9th Gen Giovanni of Cast and Crew. Curmudgeon.","giovanni,nautilus,sabbat"
"Necromancy: Path of Ash","The path focusing on the Shroud (the barrier between worlds) and the Shadowlands.","discipline,ghosts,necromancy,shroud"
"Necromancy: Path of Bone","The path focusing on corpses, zombies, and the physical remains of death.","corpses,discipline,necromancy,zombies"
"Necromancy: Path of the Sepulchre","The path focusing on communicating with and commanding ghosts. Used by Giovanni and some Tremere/Lasombra.","discipline,ghosts,necromancy,path"
"Neonate","A young vampire (typically <50 years active) who has been released/acknowledged but has not yet earned the rank of Ancilla.","beginner,camarilla,low rank,neonate,newly released,rank,rookie,status,young,young vampire"
"Nictuku","Monstrous vampires created by the Nosferatu Antediluvian to hunt down and destroy his own clan. They are the boogeymen of the Sewer Rats.","enemy,hunter,lore,nictuku,nosferatu"
"Nights of Turmoil","The period in recent history (approx 1999-2010) marked by the appearance of the Red Star, the Week of Nightmares, and the Gehenna Crusade. Changed the political landscape significantly.","event,history,instability,lore,red star"
"Nito","Tremere Neonate and Primogen. A young Warlock thrust into a position of power. He deals with the magical threats to the city, including the Sabbat's Koldunic sorcery and the recent disturbances in the ghostly shroud.","magic defense,neonate leader,nito,tremere primogen,warlock"
"Noble (Passive Effect)","Passive Effect: Award 'Acclaimed' or 'Loyal' without expending. Target limited to one from you at a time.","buff,granting status,mechanic,noble,passive,status"
"Noble (Spent Effect)","Spent Effect: Give the Negative Status 'Vulgar' to an individual who caused significant offense.","mechanic,noble,punishment,spent,status,vulgar"
"Noddist","A scholar of the Book of Nod. They study the lore of Caine and the Antediluvians, seeking signs of Gehenna.","historian,noddist,priest,sabbat,scholar,title"
"Noddism","The study of the Book of Nod and the history of Caine. Central to Sabbat theology.","caine,lore,noddism,religion,sabbat"
"Noddists","Scholars who study the Book of Nod and Caine. Often associated with the Sabbat, but also found among curious Camarilla (like those seeking the Schaefer Archive).","caine,heretic,lore,religion,scholar"
"Nomad Pack","A Sabbat pack that travels from city to city, acting as messengers, scouts, or reinforcements. They have no permanent domain.","drifter,nomad,sabbat,scout,term,traveler"
"North Carolina Arboretum","A secondary Elysium established in 2001, featuring extensive gardens and an arena designated for ritual combat and duels. It allows for the resolution of grievances in a controlled environment under the supervision of the Master of Elysium.","arboretum,arena,duel,dueling ground,elysium,gardens,nature,ritual combat"
"Old Guard","A Sabbat pack of Tallula loyalists who refused to defect with her but remain strangely protective of her interests. Based in Hendersonville, they are led by Merriam Walker (Ventrue antitribu). They represent the complex web of loyalty and betrayal that defines the Asheville Sabbat.","crusaders,hendersonville,loyalist,loyalists,merriam walker,old guard,pack,sabbat,sabbat pack,ventrue antitribu"
"Ominous (Passive Effect)","Passive Effect: Grants highest level of command. Almost everything is allowable.","mechanic,ominous,passive,status,supreme"
"Ominous (Spent Effect)","Spent Effect: When expending status to give Disgraced/Forsaken, it can ONLY be removed by another Inner Circle member.","mechanic,ominous,permanent,punishment,spent,status"
"Ophelia","Malkavian Neonate and Whip. A cryptic and insightful voice among the Lunatics. She helps interpret the madness of her clanmates and channel their insights into useful intelligence for the Primogen.","interpreter,malkavian whip,neonate,ophelia,seer"
"Ophelia's Sheriffdom","The brief period in early 2025 where Ophelia (Malkavian) served as Sheriff after Oliver's disappearance and before Manfred took the role.","2025,history,malkavian,ophelia,sheriff"
"Operation: Fight Club","A rumored (and denied) Symbel Ordeal for combat that Jack Greenlimb teased in Feb 2025.","fight club,history,jack greenlimb,rumor,symbel"
"Opposed Challenge","A test between two characters (PC vs PC or PC vs NPC). Both parties form a test pool and throw Rock-Paper-Scissors.","challenge,mechanics,pvp,system,test"
"Osebo","A Laibon lineage of warriors. They are often associated with the Beast and serve as the guardians of the Ebony Kingdom.","africa,bloodline,laibon,lore,osebo,warriors"
"Osiris","A vampire who builds a cult of mortals around them for blood and worship.","archetype,cult,lifestyle,religion"
"Pack","The Sabbat equivalent of a coterie, but bound by the Vaulderie and fanatical loyalty. They live and fight as a single unit.","commune,family,gang,pack,sabbat,sabbat group,squad,term,unit,warband"
"Pack Priest","The spiritual leader of a Sabbat pack. They conduct the Auctoritas Ritae (like the Vaulderie) and ensure the pack remains loyal to the sect and true to their Path of Enlightenment.","guide,priest,ritualist,sabbat,spiritual leader,title"
"Palla Grande","The Grand Ball. A major Sabbat festival held on Halloween (or Walpurgis Night). A mockery of Camarilla court involving excess and a blood feast.","blood feast,festival,halloween,horror party,lore,palla grande,ritual,sabbat,sabbat holiday"
"Palla Grande Offensive (2025)","A coordinated strike by the Independent Alliance against Sabbat strongholds (Atlanta, Savannah) on Halloween 2025.","2025,halloween,history,offensive,sabbat,war"
"Pander","The Clanless of the Sabbat. Led by Joseph Pander, they fought for recognition as a legitimate 'clan' within the sect.","bloodline,caitiff,lore,pander,sabbat"
"Pander (Title)","A member of the Pander bloodline (Clanless Sabbat). They have fought for and won the right to be treated as a legitimate tribe within the sect.","clanless,legitimate,pander,sabbat,title,tribe"
"Panders","The Clanless of the Sabbat. Unlike Camarilla Caitiff, they have established themselves as a legitimate political tribe within the Sword of Caine, led by Joseph Pander.","legitimate tribe,organized clanless,sabbat caitiff"
"Patrol Duty","The explicit expectation that a Clan must physically defend their assigned Feeding Territory from Masquerade breaches and interlopers. Failure to patrol can result in the Prince stripping the territory or Hunters establishing a foothold.","consequence,duty,feeding,patrol,rules,security"
"Path Follower","A vampire who has formally adopted a Path of Enlightenment, abandoning Humanity. They are viewed as more 'evolved' by the sect.","enlightened,moral,path follower,sabbat,status,true sabbat"
"Path of Caine","A Sabbat path focusing on emulating Caine, the first vampire. Adherents seek to master their vampiric nature, learn blood sorcery, and diablerize to gain power closer to Caine.","cainite,diablerist,noddist path,scholar"
"Path of Cathari","A path of vice and excess. Adherents believe vampires are creatures of the material world and should indulge in every pleasure and sin to trap the soul in the body.","alcibiades,hedonists,sinners,vice"
"Path of Death and the Soul","A path practiced by Necromancers. It involves a detached, scientific study of death, souls, and entropy. Adherents are cold and emotionless.","cold,detached,necromancer path,scientific"
"Path of Enlightenment","An alternative moral code to Humanity, used by Sabbat and Elders to control the Beast. Examples: Path of Caine, Path of Lilith, Path of Night.","alternative morality,beast control,lore,mechanics,morality,path,philosophy,sabbat,sabbat code"
"Path of Feral Heart","A path for those who embrace the Beast. Adherents live as supreme predators, following the instincts of the wild. They are often Gangrel.","beast path,feral,instinctive,predator"
"Path of Honorable Accord","The Path of Enlightenment Tallula followed before switching to Humanity in 2002.","code,history,honor,knight path,lore,loyalty,paladin,path,sabbat,tallula"
"Path of Lilith (Bahari)","A path that worships Lilith as the Dark Mother. Adherents seek wisdom through pain and suffering (giving and receiving). They are often enemies of Caine-worshippers.","dark mother,heresy,lilith worship,pain,suffering"
"Path of Metamorphosis","A Tzimisce path focused on evolving the body and soul through Vicissitude. Adherents view themselves as changing gods, discarding humanity for a higher state of being.","evolution,fleshcrafting,godhood,transhumanism,tzimisce path"
"Path of Night","A Lasombra path. Adherents believe they are the shadows sent by God to punish sinners. They accept their role as monsters and rulers of the dark.","lasombra path,monsters,punishers,shadows"
"Path of Power and the Inner Voice","A path of absolute rule. Adherents believe that power justifies itself and that the strong must rule the weak. Common among Sabbat leaders (Bishops/Cardinals).","dictator,leader path,machiavellian,power,rule"
"Pentex","A mega-corporation mentioned in 1888 history as working with George Vanderbilt. Enemy of the Garou.","corporation,enemy,lore,pentex,wyrm"
"Physical Focus: Dexterity","A character creation choice. Grants the ability to use one Dexterity-based combat maneuver (Burst of Speed, Disarm, Fighting Blind, Quick Draw) without cost once per combat.","attribute,combat,dexterity,focus,mechanics,physical"
"Physical Focus: Stamina","A character creation choice. The character does not suffer wound penalties and cannot be Knocked Out or Knocked Down unless the attacker has a higher Physical attribute.","attribute,defense,focus,mechanics,physical,stamina"
"Physical Focus: Strength","A character creation choice. Grants the ability to use one Strength-based combat maneuver (Disarm, Grapple, Knock Down, Pierce the Heart) without cost once per combat.","attribute,combat,focus,mechanics,physical,strength"
"Pieter van Dorn","A Brujah traitor to the Triangle Chantry. A former anti-apartheid poet who defects to the Anarchs/Setites. Currently missing.","anarch,brujah,pieter van dorn,poet,traitor"
"Pip Riviere","Toreador. Full name 'Pieretta Riviere'. Carries a Stylish Accurate Pistol. Active in Law Enforcement influence.","gun,law,pc,pip,toreador"
"Pontifex","A high-ranking Tremere leader overseeing a vast geographic region (consisting of several domains). They answer to the Council of Seven.","camarilla,magician,pontifex,regional leader,title,tremere"
"Pop Eye","10th Gen Malkavian Priest of Hushed Puppies. Freak.","malkavian,pop eye,priest,sabbat"
"Position: Alastor","Abiding Status: Commander.","alastor,commander,position,status"
"Position: Ancilla","Abiding Status: Confirmed.","ancilla,confirmed,position,status"
"Position: Archon","Abiding Status: Commander, Noble.","archon,commander,noble,position,status"
"Position: Elder","Abiding Status: Confirmed, Established, Privileged.","confirmed,elder,established,position,privileged,status"
"Position: Harpy","Abiding Status: Prominent, Noble, Guardian.","guardian,harpy,noble,position,prominent,status"
"Position: Imperator","Abiding Status: Ascendant, Authority, Commander.","ascendant,authority,commander,imperator,position,status"
"Position: Inner Circle","Abiding Status: Ascendant, Authority, Commander, Ominous.","ascendant,authority,commander,inner circle,ominous,position,status"
"Position: Justicar","Abiding Status: Ascendant, Authority, Commander.","ascendant,authority,commander,justicar,position,status"
"Position: Keeper of Elysium","Abiding Status: Enforcer, Guardian.","enforcer,guardian,keeper,position,status"
"Position: Primogen","Abiding Status: Noble.","noble,position,primogen,status"
"Position: Prince","Abiding Status: Authority, Commander, Sovereign.","authority,commander,position,prince,sovereign,status"
"Position: Scourge","Abiding Status: Enforcer.","enforcer,position,scourge,status"
"Position: Seneschal","Abiding Status: Noble. Also Authority (only when Prince is not in attendance).","authority,noble,position,seneschal,status"
"Position: Sheriff","Abiding Status: Enforcer, Privileged.","enforcer,position,privileged,sheriff,status"
"Position: Whip","Abiding Status: Noble (only when Primogen is not in attendance).","noble,position,status,whip"
"Praised (from Disgraced)","Mechanic: Anyone who publicly insults a Disgraced character gains the Fleeting Status 'Praised'. Multiple people can gain this from one target, but only once per target per game.","disgraced,insult,mechanic,praised,social,status"
"Praised (Passive Effect)","Passive Effect: None.","mechanic,none,passive,praised,status"
"Praised (Spent Effect)","Spent Effect: Claim a small favor (Trivial Boon level) from any Accepted sect member not already in your debt.","boon,favor,mechanic,praised,spent,status"
"Praxis","The right to rule a domain. A Prince 'claims Praxis' to establish their authority. It must be supported by the Primogen and the capacity to enforce it.","authority,camarilla,claim,law,praxis,princehood,right to rule,rule,sovereignty,term"
"Predator Type","A categorization of how a vampire feeds (e.g., Siren, Alleycat, Osiris). Determines their hunting style and initial bonuses.","archetype,character creation,feeding,mechanics"
"Premascine","A Giovanni bloodline that acts as a throwback to the Cappadocians. They can learn the Mortis Path of Necromancy and often appear corpse-like.","bloodline,cappadocian,giovanni,lore,necromancy"
"Pretty Boy Slim","Toreador Ancilla and Deputy Sheriff. A combat-capable Toreador who defies the stereotype of the effete artist. He assists Sheriff Manfred in the physical defense of the Masquerade.","deputy sheriff,enforcer,fighter,pretty boy slim,toreador"
"Pretty Boy Slim (PBS)","Toreador Ancilla Deputy Sheriff. Drives a 'Franken-car' (Flashy). Uses Auto repair tools. Defies the 'artsy' stereotype with combat prowess.","fighter,mechanic,pc,sheriff,toreador"
"Pretty Peggy Sue Bratovich","10th Gen Bratovich. The 'cultured' face of the hillbilly family.","bratovich,peggy sue,sabbat,tzimisce"
"Priest (Pack Priest)","The spiritual leader of a Sabbat pack. They lead the Vaulderie and Rites of Monomacy.","guide,pack priest,priest,ritualist,sabbat rank,spiritual leader"
"Priest (Sabbat)","The spiritual leader of a Sabbat pack. Responsible for conducting Ritae and maintaining morale.","ductus,lore,pack leader,priest,sabbat,title"
"Primogen","The council of advisors to the Prince, usually representing the interests of their respective clans. They are the elders who check the Prince's power and advocate for their lineage.","advisor,camarilla,clan leader,council,elder representative,legislature,primogen,title"
"Primogen Council","The collective body of Primogen. They meet to vote on domain issues, advise the Prince, and in some cities, elect the Prince.","camarilla,council,government,legislature,primogen,term"
"Prince (Praxis Holder)","The supreme ruler of a Camarilla domain. They hold the right of Praxis, the authority to create progeny, judge disputes, and call Blood Hunts. Their word is law within the city limits.","authority,camarilla,praxis,prince,ruler,title"
"Prince Daveed","The current ruler of the city, strict adherent to the Masquerade.","kevin,prince kevin,ruler"
"Prince Ginevra Bellecourt","The Ventrue Prince of Charlotte, NC ('The Golden Tower'). A 7th Generation Elder who has ruled for over a century. Known for her cruel sense of humor, air hockey championship skills, and rigid social hierarchy.","bellecourt,charlotte,elder,neighbor,prince,ventrue"
"Prince Iago","The ruler of Knoxville, TN ('The Marble Tyrant'). A tyrannical Prince who keeps his domain under strict martial law. He is a rival to the Asheville domain and a threat to the Anarch Free State.","iago,knoxville,neighbor,prince,rival,tyrant"
"Prince Malphas","The Prince of the Triangle (Raleigh/Durham/Chapel Hill). A Tremere Elder who acts as an 'uncle' figure to many. He maintains a stable, academic domain and corresponds with Tallula Donegan.","ally,malphas,prince,raleigh,tremere,triangle"
"Prince Tallula Donegan","The current Toreador Prince of Greater Asheville. Formerly the Sabbat Archbishop of Appalachia, she defected to the Camarilla in 1991. Known for her ruthlessness and love of fine things.","archbishop,donegan,prince,ruler,tallula,toreador"
"Prince's Court","The collective body of officers and acknowledged Kindred who attend the Prince's gatherings. It is the center of social and political life.","camarilla,court,gathering,politics,society,term"
"Priscus","An advisor in the Sabbat with great status but no temporal command. They advise the Consistory.","advisor,consistory,counselor,elder,lore,sabbat,status,title"
"Privileged (Passive Effect)","Passive Effect: Cannot be openly/effectively accused of lying unless accuser has Privileged, Commander, Triumphant, or Authority.","defense,lying,mechanic,passive,privileged,status,truth"
"Privileged (Spent Effect)","Spent Effect: Give the Negative Status 'Vulgar'.","mechanic,privileged,punishment,spent,status,vulgar"
"Prominent (Passive Effect)","Passive Effect: Award 'Honorable' or 'Courteous'. Target limited to one from you at a time.","buff,granting status,mechanic,passive,prominent,status"
"Prominent (Spent Effect)","Spent Effect: Exile. Target must physically leave the scene (room/area) for 10 minutes. If they refuse, they gain 'Disgraced'. Cannot be used in combat.","exile,mechanic,prominent,punishment,social,spent,status"
"Puck Burbage","Toreador Ancilla and Primogen. A prominent artist and socialite, Puck manages the artistic soul of the city and the preservation of the Toreador's influence. They are deeply involved in the social maneuvering of Elysium.","artist,elysium politics,puck,socialite,toreador primogen"
"Pyramid","The rigid hierarchical structure of Clan Tremere. Every member has a specific rank and superior they must obey.","camarilla,hierarchy,pyramid,structure,term,tremere"
"Quickdraw Quinine Callahan","9th Gen Lasombra Pack Priest of Murder Piñata. Fanatic Corsair.","corsair,fanatic,lasombra,priest,quickdraw,sabbat"
"Rabbit Motel","A boutique motel run by the late Hattie McCloud. Known for its kitchen and serving kindred clientele.","business,feeding,hattie,location,motel,rabbit motel"
"Rafferty","Ventrue Ancilla and Primogen. A business magnate and enforcer of the Ventrue ethic of leadership. He ensures the financial stability of the domain and the adherence to the protocols of lineage and dignity.","businessman,financial stability,leader,rafferty,ventrue primogen"
"Railroad Expansion","Historical driver of Kindred population growth in the late 19th century mountains.","expansion,history,railroad,travel"
"Ravnos","A clan of tricksters and illusionists. They were nearly wiped out in 2004 during the 'Week of Nightmares' when their Antediluvian woke and was nuked. Survivors are nomads. Their power is Chimerstry (illusions).","chimerstry,decimated,illusionists,nomads,tricksters"
"Recruiter","A Sabbat vampire who specializes in identifying potential shovelheads or true recruits for the sect.","growth,recruiter,sabbat,scout,sire,title"
"Red List (Anathema)","The 'Most Wanted' list of the Camarilla. Vampires who have committed crimes so heinous (usually infernalism, massive breaches, or ancient crimes) that their global destruction is mandated.","criminals,enemies of state,kill on sight,most wanted"
"Red Star Shines (1999)","The omen of Gehenna.","1999,gehenna,history,omen"
